Key,Name,Title,Standard Artist,Description,Rarities,Weapon Type,Move Type,Voice ActorEN,Voice ActorJP,Release Date,Entry,Version,Internal ID,Origin,Addition Date,Pre-Inheritance,Legendary Effect,Ally Boost,Standard Effect 1,Standard Effect 2,Duo Skill【Switch】,Duo Skill,Resplendent Artist,Voice ActorEN(ResplendentAttire),Harmonized Skill【Switch】,Resonance Effect,Entries,Mythic Effect,Boost,Ascended Traits,Mythic Effect 2Boost,Mythic Effect 3Boost,Ally Internal ID,Enemy Internal ID,Emblem Effect 1,Emblem Effect 2,Aided Hero,Emblem Effect 1【Switch】
Ashe_Budding_Chivalry,Ashe,Budding Chivalry,Iori Suzuki (スズキイオリ),Devoted knight in training who wishes to help those in need. He has come to Askr's spring festival full of spirit for the season. Appears in Fire Emblem: Three Houses.,4— 5Focus —Special,Red Dagger,Flying,Shannon McKain,Yuki Inoue (井上雄貴),2023-03-07,Three Houses,7.3,PID_春祭アッシュ(926),120000300400,2023-03-06,,,,,,,,,,,,,,,,,,,,,,,
Ashe_Chivalric_Amends,Ashe,Chivalric Amends,Tobi,"A student of the Blue Lions. Though he was born a commoner, by a twist of fate Lord Lonato took him in. Appears in Fire Emblem: Three Houses.",5,Green bow,Cavalry,Shannon McKain,Yuki Inoue (井上雄貴),2024-10-15,Three Houses,8.10,PID_アッシュ(1157),120000300400,,,,,,,,,,,,,,,,,,,,,,,,
Ashe_Fabled_Sea_Knight,Ashe,Fabled Sea Knight,azu-taro (azuタロウ),"A commoner who was adopted by Lord Lonato. He is so focused on his goals, he won't take any breaks from his training, even while at the beach. Appears in Fire Emblem: Three Houses.",4SR—Special,Lance,Cavalry,Shannon McKain,Yuki Inoue (井上雄貴),2021-06-21,Three Houses,5.6,PID_水着アッシュ(674),120000300400,,,,,,,,,,,,,,,,,,,,,,,,
Ashera_Order_Goddess,Ashera,Order Goddess,Kita Senri (北千里),"The once-slumbering goddess of order, half of the goddess Ashunera. She desires to create a world of structure and peace. Appears in Fire Emblem: Radiant Dawn.",5Focus —Mythic,Colorless Tome,Infantry,Jessica Gee-George,Kumi Sakuma (佐久間紅美),2021-05-31,Radiant Dawn,5.5,PID_神階アスタルテ(665),90004900100,,,,,,,,,,,,,,Astra,"HP+5, Res+5",,Raiding Party Bonus,,,,,,,
Ashnard_Mad_King,Ashnard,Mad King,Daisuke Izuka,"The thirteenth ruler of Daein. Plotting to wield his power to rule without opposition, he plunges the whole continent of Tellius into war. Appears in Fire Emblem: Path of Radiance.",3— 5—Grand Hero Battle,Sword,Flying,Brook Chalmers,Satoshi Hino (日野聡),2020-05-09,Path of Radiance,4.5,PID_暴走アシュナード(519),80002900100,2020-05-07,,,,,,,,,,,,,,,,,,,,,,,
Askr_God_of_Openness,Askr,God of Openness,Kozaki Yusuke (コザキユースケ),"God of the opened kingdom, which shares his name. Cheerful and benevolent, he concerns himself with the changes in Embla's heart.",5Focus —Mythic,Colorless Beast,Infantry,Dustin Rubin,Takaya Kuroda (黒田崇矢),2022-07-26,Heroes,6.7,PID_神階アスク(833),00000600100,,,,,,,,,,,,,,Light,"HP+5, Def+5",,Raiding Party Bonus,,,,,,,
Askr_Open_Harvest,Askr,Open Harvest,Nishiki Areku (西木あれく),The god of openness from which the kingdom of Askr's name originates. He enjoys the harvest festival to its fullest.,5Focus —Special,Colorless Beast,Infantry,Dustin Rubin,Takaya Kuroda (黒田崇矢),2024-10-04,Heroes,8.10,PID_ハロアスク(1152),00000600100,2024-10-03,,,,,,,,,,,,,,,,,,,,,,,
Askr_Renewed_Gods,Askr,Renewed Gods,Nishiki Areku (西木あれく),"The gods Askr, of the opened kingdom, and Embla, of the closed kingdom. They have arrived together to ring in the new year.",5Focus —SpecialDuo,Colorless Tome,Infantry,Dustin Rubin+Mayanna Berrin,Takaya Kuroda (黒田崇矢)withSakura Tange (丹下桜),2023-01-01,Heroes,7.0,PID_比翼アスク(894),00000600100,2022-12-28,,,,"DuelIf unit is 5★ and level 40 and unit's stats total less than 200, treats unit's stats as 200 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",,,"Grants Atk/Spd/Def/Res+6 to unit and allies within 2 spaces of unit for 1 turn, and grants Special cooldown count-1 to unit and those allies.At start of every third turn, if Duo Skill has already been used, unit can use Duo Skill again.(Duo Skills can be used by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.)",,,,,,,,,,,,,,,,
Astram_Midias_Hero,Astram,Midia's Hero,AKIRA,Captain of Archanea's free company. Awarded the sword Mercurius in light of his heroism and loyalty. Appears in Fire Emblem: Mystery of the Emblem.,3— 5—Grand Hero Battle,Sword,Infantry,Jamison Boaz,Kazuya Nakai (中井和哉),2019-09-23,Shadow Dragon/ (New)Mystery,3.9,PID_アストリア(427),10000300400,2019-09-19,,,,,,,,,,,,,,,,,,,,,,,
Astrid_Resolute_Damsel,Astrid,Resolute Damsel,Naruse Uroko (鳴瀬うろこ),"Lady of Begnion's House Damiell. Refusing the life of an aristocrat's daughter, she enlisted and became a knight. Appears in Fire Emblem: Path of Radiance.",4SR,Green bow,Cavalry,Jenny Yokobori,Yoshino Nanjo (南條愛乃),2021-11-17,Path of Radiance,5.11,PID_ステラ(733),80000902000,,,,,,,,,,,,,,,,,,,,,,,,
Athena_Borderland_Sword,Athena,Borderland Sword,Miyuu (深遊),A foreign warrior with a straightforward personality. Speaks with an accent. Appears in Fire Emblem: New Mystery of the Emblem.,3— 4,Sword,Infantry,Cristina Valenzuela,Hikasa Yoko (日笠陽子),2017-06-14,Shadow Dragon/ (New)Mystery,1.4,PID_アテナ(139),10004900300,,,,,,,,,Clover.K (黒葉.K),Cristina Vee,,,,,,,,,,,,,,
Athos_Omniscient_One,Athos,Omniscient One,Soeda Ippei (添田一平),"One of the Eight Legends who fought in the ancient Scouring. For over one thousand years, he lived and pursued the mysteries of the world. Appears in Fire Emblem: The Blazing Blade.",5Focus —Mythic,Blue Tome,Infantry,Richard Tatum,上別府仁資,2025-01-28,The Blazing Blade,9.1,PID_神階アトス(1202),60005900500,,,,,,,,,,,,,,Anima,"HP+5, Def+5",,Defensive Team Bonus,Defensive Team Call,,,,,,
Atlas_Forest_Muscle,Atlas,Forest Muscle,Yamada Kotaro (山田孝太郎),A woodcutter from a Zofian mountain village. He accompanies Celica to repay a debt of gratitude he owes her. Appears in Fire Emblem Echoes: Shadows of Valentia.,3— 4,Axe,Infantry,Ben Pronsky,Tooru Sakurai (櫻井トオル),2022-07-19,Echoes,6.7,PID_アトラス(831),20000300250,,,,,,,,,,,,,,,,,,,,,,,,
August_Astute_Tactician,August,Astute Tactician,Suzuki Rika (鈴木理華),Former priest of Bragi; a thorough realist. Teaches young Leif just what a hero truly is. Appears in Fire Emblem: Thracia 776.,4SR,Staff,Infantry,Luis Bermudez,Masashi Nogawa (野川雅史),2022-03-18,Thracia 776,6.3,PID_アウグスト(783),40000105200,,,,,,,,,,,,,,,,,,,,,,,,
Aversa_Dark_One,Aversa,Dark One,PenekoR (п猫Ｒ),A wily mage who serves Gangrel of Plegia. Excels at using her charms to disarm and then destroy her foes. Appears in Fire Emblem Awakening.,3— 5—Grand Hero Battle,Red Tome,Flying,Cindy Robinson,Kumi Tanaka (たなか久美),2018-10-25,Awakening,2.10,PID_インバース(306),100000500300,2018-10-23,,,,,,,,Makitoshi (マキトシ),,,,,,,,,,,,,,,
Ayra_Astras_Wielder,Ayra,Astra's Wielder,Asatani Tomoyo (麻谷知世),"Princess of Isaach, master of the sword, and descendant of the crusader Od. She fights for her homeland. Appears in Fire Emblem: Genealogy of the Holy War.",4SR,Sword,Infantry,Brina Palencia,Ai Orikasa (折笠愛),2017-10-19,Genealogy of the Holy War,1.8,PID_アイラ(178),30000800100,2017-10-16,,,,,,,,Suzuki Rika (鈴木理華),,,,,,,,,,,,,,,
Ayra_Supreme_Astra,Ayra,Supreme Astra,マキムラシュンスケ,"Princess of Isaach, a descendant of the crusader Od, and a master of the sword. She was praised as the sword princess of the technique Astra. Appears in Fire Emblem: Genealogy of the Holy War.",5Focus —Legendary,Sword,Infantry,Brina Palencia,Ai Orikasa (折笠愛),2025-01-28,Genealogy of the Holy War,9.1,PID_伝承アイラ(1201),30000800100,,,Water,"HP+3, Spd+3","DuelIf unit is 5★ and level 40 and unit's stats total less than 205, treats unit's stats as 205 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Ayra_Together_in_Tea,Ayra,Together in Tea,Asatani Tomoyo (麻谷知世),"Princess Ayra of Isaach is joined by Mercedes of the Adrestian Empire, and the pair are serving tea together! They appear in Fire Emblem: Genealogy of the Holy War / Three Houses.",5Focus —SpecialHarmonized,Sword,Cavalry,Brina Palencia+Dorothy Fahn,Ai Orikasa (折笠愛)withYumiri Hanamori (花守ゆみり),2023-08-08,,7.8,PID_双界アイラ(981),30000800100,2023-08-07,,,,,,,,,,"Grants Atk/Spd+6,【Resonance: Blades】, and ""unit can move 1 extra space (that turn only; does not stack)"" to unit and allies from the same titles as unit for 1 turn and neutralizes any【Penalty】on unit and allies from the same titles as unit.(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.) Grants Atk/Spd+6,【Resonance: Blades】, and ""unit can move 1 extra space (that turn only; does not stack)"" to unit and allies from the same titles as unit for 1 turn and neutralizes any【Penalty】on unit and allies from the same titles as unit.【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.)",Genealogy of the Holy War/Three HousesIncreases scores inResonant Battles.(More details can be found in the Help messages within Resonant Battles.),Genealogy of the Holy WarThree Houses,,,,,,,,,,,
Azama_Carefree_Monk,Azama,Carefree Monk,Okaya (岡谷),A monk of Hoshido with a curious sense of humor. One of Hinoka's retainers. Appears in Fire Emblem Fates.,3— 4,Staff,Infantry,Matt Mercer,Kenji Hamada (浜田賢二),2017-02-02,Fates,1.0,PID_アサマ(91),110000200700,,,,,,,,,Kinota Tano (田野きの太)/Trys Inc.,,,,,,,,,,,,,,,
Azelle_Youthful_Flame,Azelle,Youthful Flame,Tobi,"Half brother to the head of House Velthomer, Arvis. Compares himself to his older brother and suffers from an inferiority complex. Appears in Fire Emblem: Genealogy of the Holy War.",4SR,Red Tome,Infantry,Austin Lee Matthews,Akira Ishida (石田彰),2021-02-16,Genealogy of the Holy War,5.2,PID_アゼル(629),30000300200,,,,,,,,,,,,,,,,,,,,,,,,
Azura_Celebratory_Spirit,Azura,Celebratory Spirit,kaya8,An enchanting princess raised in Hoshido who has never lost a match of the traditional sport hanetsuki when played at the New Year. Appears in Fire Emblem Fates.,4SR—Special,Axe,Flying,Rena Strober,Lynn,2017-12-31,Fates,2.0,PID_年明けアクア(203),110000100300,,,,,,,,,,,,,,,,,,,,,,,,
Azura_Hatari_Duet,Azura,Hatari Duet,kaya8,"Hoshido-raised Azura and Leanne of the heron clan descend upon the Hatari festival, ready to take on their roles as songstresses. They appear in Fire Emblem Fates / Path of Radiance.",4SR—SpecialHarmonized,Green Tome,Cavalry,Rena Strober+Rachelle Heger,LynnwithEri Suzuki (鈴木絵理),2022-01-17,,6.1,PID_双界アクア(760),110000100300,,,,,,,,,,,"Grants【Resonance: Blades】to unit and allies from the same titles as unit.Grants another action to ally with the highest HP that is within 2 spaces, has already acted, and is from the same titles as unit (excluding unit). (Allies with Sing or Dance can be granted this effect as well. If multiple units meet the conditions, effect will not trigger.)(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.) Grants【Resonance: Blades】to unit and allies from the same titles as unit.Grants another action to ally with the highest HP that is within 2 spaces, has already acted, and is from the same titles as unit (excluding unit). (Allies with Sing or Dance can be granted this effect as well. If multiple units meet the conditions, effect will not trigger.)【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.)",Fates/Path of RadianceIncreases scores inResonant Battles.(More details can be found in the Help messages within Resonant Battles.),Path of RadianceFates,,,,,,,,,,,
Azura_Lady_of_Ballads,Azura,Lady of Ballads,kaya8,A mysterious songstress who appeared at the theater in Cyrkensia. Has overwhelming singing abilities. Appears in Fire Emblem Fates.,4SR—Special,Axe,Infantry,Rena Strober,Lynn,2017-09-29,Fates,1.7,PID_舞踏祭黒アクア(176),110000100300,,,,,,,,,,,,,,,,,,,,,,,,
Azura_Lady_of_the_Lake,Azura,Lady of the Lake,kaya8,An enchanting princess raised in Hoshido who sings in battle to help her allies. Appears in Fire Emblem Fates.,4SR,Lance,Infantry,Rena Strober,Lynn,2017-02-02,Fates,1.0,PID_アクア(32),110000100300,,,,,,,,,Kakage (かかげ),,,,,,,,,,,,,,,
Azura_Songs_Reflection,Azura,Song's Reflection,teffish,"A princess of Nohr who was raised in Hoshido. Her song echoes across the battlefield, with her faith in Corrin granting her strength. Appears in Fire Emblem Fates.",5Focus —Attuned,Axe,Cavalry,Rena Strober,Lynn,2024-04-15,Fates,8.4,PID_響心アクア(1085),110000100300,,"In contrast with standard inheritance, Attuned Skills can be inherited and the source ally will not be lost in the process. This can be performed only once for each Attuned Hero summoned. (See the Inherit Skills menu Help messages to learn more.)",,,,,,,,,,,,,,,,,,,,,,
Azura_Vallite_Songstress,Azura,Vallite Songstress,kaya8,"Daughter of Arete and the former king of Valla. Gripped by an unkind fate, she strives to lead both Hoshido and Nohr to the truth. Appears in Fire Emblem Fates.",5Focus —Legendary,Blue Tome,Flying,Rena Strober,Lynn,2018-12-28,Fates,3.0,PID_伝承アクア(322),110000100300,,,Water,"HP+3, Res+4",,,,,,,,,,,,,,,,,,,,
Azura_Young_Songstress,Azura,Young Songstress,kaya8,"The daughter of Arete, queen of Nohr. She is treated badly by the denizens of the castle, and her heart is touched by darkness. Appears in Fire Emblem Fates.",4— 5—Tempest Trials,Green Tome,Infantry,Rena Strober,Lynn,2018-11-12,Fates,2.11,PID_幼少アクア(312),110000100300,2018-11-08,,,,,,,,,,,,,,,,,,,,,,,
Baldr_Celestial_Sun_God,Baldr,Celestial Sun God,Maeshima Shigeki (前嶋重機),"A god of Ásgarðr, the celestial realm, with a conceited nature. Responsible for accompanying accused criminals to the place of judgment.",5Focus —Mythic,Sword,Flying,Sam Slade,Minami Tsuda (津田美波),2025-07-29,Heroes,9.5,,00000900200,2024-12-05,,,,,,,,,,,,,Dark,"HP+5, Spd+4",,Defensive Team Bonus,Defensive Team Call,PID_バルドル味方(1270),EID_バルドル(112),,,,
Baldr_Rays_of_Judgment,Baldr,Rays of Judgment,Manabi Okada (岡田学彌),"A god of Ásgarðr, the celestial realm. She beams with confidence as she accompanies accused criminals to their judgment.",5,Blue bow,Flying,Sam Slade,Minami Tsuda (津田美波),2025-08-15,Heroes,9.5,PID_総選挙バルドル(1278),00000900200,,,,,,,,,,,,,,,,,,,,,,,,
Balthus_King_of_Grappling,Balthus,King of Grappling,Maji (まじ),Former noble who ran away to Abyss due to money problems. Revels in competition as Leicester's King of Grappling. Appears in Fire Emblem: Three Houses.,3— 4,Axe,Infantry,Aaron Hedrick,Subaru Kimura (木村昴),2021-09-17,Three Houses,5.9,PID_バルタザール(710),120000450200,,,,,,,,,,,,,,,,,,,,,,,,
Balthus_Summers_Big_Bet,Balthus,Summer's Big Bet,kuren,A former noble who loves gambling and alcohol. He feels lucky at Askr's ocean and decides to go for the big win. Appears in Fire Emblem: Three Houses.,4— 5—Tempest Trials,Lance,Infantry,Nathan Hedrick,Subaru Kimura (木村昴),2025-07-08,Three Houses,9.5,PID_水着バルタザール(1263),120000450200,2025-07-07,,,,,,,,,,,,,,,,,,,,,,,
Bantu_Tikis_Guardian,Bantu,Tiki's Guardian,Yamada Akihiro (山田章博),"A manakete of the Fire Dragon clan, and Tiki's guardian. He released Tiki from the Ice Dragon Temple, where she had been kept hidden away. Appears in Fire Emblem: Mystery of the Emblem.",3— 4,Red Breath,Infantry,Joe J. Thomas,Katsuyuki Konishi (小西克幸),2019-09-19,Shadow Dragon/ (New)Mystery,3.9,PID_バヌトゥ(426),10001000300,,,,,,,,,,,,,,,,,,,,,,,,
Barst_The_Hatchet,Barst,The Hatchet,Wada Sachiko (ワダサチコ),Warrior of Talys who works for Ogma and has been a pirate and woodcutter. Appears in Fire Emblem: Mystery of the Emblem.,3— 4,Axe,Infantry,DC Douglas,Daiki Hamano (濱野大輝),2017-02-02,Shadow Dragon/ (New)Mystery,1.0,PID_バーツ(48),10000200500,,,,,,,,,,,,,,,,,,,,,,,,
Bartre_Earsome_Warrior,Bartre,Earsome Warrior,DAI-XT.,A warrior from a remote region who takes pride in his strength. Joining his beloved daughter Fir and fully embracing the springtime festivities. Appears in Fire Emblem: The Binding Blade.,4— 5—Tempest Trials,Sword,Infantry,Kyle Hebert,Kentaro Tone (利根健太朗),2020-03-20,The Binding Blade,4.3,PID_春祭バアトル(502),50000800500,2020-03-18,,,,,,,,,,,,,,,,,,,,,,,
